story_name,model,tokens,events,scenes,sequels,nones,paragraphs
Think Yourself to Death,gpt-4o,9871,21,14,3,4,281
Think Yourself to Death,gpt-3.5-turbo,10054,13,9,4,0,281
The Underpup,gpt-4o,9625,14,10,3,1,219
The Underpup,gpt-3.5-turbo,9826,13,9,4,0,219
My Garden Acquaintance,gpt-4o,10217,12,2,2,8,44
My Garden Acquaintance,gpt-3.5-turbo,10321,8,6,2,0,44
Ozymandias,gpt-4o,8149,45,26,7,12,179
Ozymandias,gpt-3.5-turbo,8330,7,6,1,0,179
Exile,gpt-4o,6419,26,10,7,9,170
Exile,gpt-3.5-turbo,6527,13,6,6,1,170
The Space Flame,gpt-4o,8703,151,95,24,32,152
The Space Flame,gpt-3.5-turbo,8837,10,6,3,1,152
The Mercurian,gpt-4o,6011,17,9,4,4,122
The Mercurian,gpt-3.5-turbo,6098,9,7,2,0,122
How deep the grooves,gpt-4o,5712,14,8,6,0,139
How deep the grooves,gpt-3.5-turbo,5798,7,4,3,0,139
The penultimate trump,gpt-4o,10742,54,33,11,10,254
The penultimate trump,gpt-3.5-turbo,10914,11,7,4,0,254
Security,gpt-4o,4810,9,4,4,1,76
Security,gpt-3.5-turbo,4873,6,3,3,0,76
The Valley,gpt-4o,7509,18,7,5,6,192
The Valley,gpt-3.5-turbo,7617,6,4,2,0,192
When Oscar Went Wild,gpt-4o,6079,11,5,3,3,153
When Oscar Went Wild,gpt-3.5-turbo,6139,9,6,3,0,153
Never meet again,gpt-4o,8426,20,9,4,7,143
Never meet again,gpt-3.5-turbo,8475,10,3,5,2,143
This World Must Die!,gpt-4o,10487,22,12,6,4,264
This World Must Die!,gpt-3.5-turbo,10583,8,8,0,0,264
The Thing in the Truck,gpt-4o,5755,39,29,4,6,153
The Thing in the Truck,gpt-3.5-turbo,5871,8,6,2,0,153
Jamieson,gpt-4o,6495,18,10,2,6,152
Jamieson,gpt-3.5-turbo,6552,8,6,2,0,152
The Einstein See-Saw,gpt-4o,12243,23,12,6,5,194
The Einstein See-Saw,gpt-3.5-turbo,12332,9,5,4,0,194
Mère Giraud's Little Daughter,gpt-4o,8202,15,10,2,3,157
Mère Giraud's Little Daughter,gpt-3.5-turbo,8262,13,8,3,2,157
It Takes a Thief,gpt-4o,10448,25,18,4,3,279
It Takes a Thief,gpt-3.5-turbo,10527,90,37,53,0,279
The Akkra case,gpt-4o,5075,15,12,2,1,65
The Akkra case,gpt-3.5-turbo,5142,8,5,3,0,65
"The Hall of Fantasy (From ""Mosses from an Old Manse"")",gpt-4o,5901,23,10,5,8,57
"The Hall of Fantasy (From ""Mosses from an Old Manse"")",gpt-3.5-turbo,5930,6,4,2,0,57
When Time Rolled Back,gpt-4o,8573,14,11,3,0,145
When Time Rolled Back,gpt-3.5-turbo,8599,8,7,1,0,145
Skid Row Pilot,gpt-4o,6862,32,18,7,7,197
Skid Row Pilot,gpt-3.5-turbo,6958,11,9,2,0,197
The Purple Pariah,gpt-4o,7793,31,15,7,9,209
The Purple Pariah,gpt-3.5-turbo,7919,27,18,9,0,209
Spawn of the Venus Sea,gpt-4o,8306,72,33,14,25,158
Spawn of the Venus Sea,gpt-3.5-turbo,8452,18,14,4,0,158
Code,gpt-4o,12472,11,6,5,0,379
Code,gpt-3.5-turbo,12545,3,1,2,0,379
Am I Still There?,gpt-4o,3955,12,4,3,5,85
Am I Still There?,gpt-3.5-turbo,4000,4,2,2,0,85
Man's Best Friend,gpt-4o,5405,21,9,7,5,123
Man's Best Friend,gpt-3.5-turbo,5549,12,8,4,0,123
Exiles of the Three Red Moons,gpt-4o,13363,22,9,7,6,357
Exiles of the Three Red Moons,gpt-3.5-turbo,13431,3,2,1,0,357
The Fastest Gun Dead,gpt-4o,6005,32,17,6,9,110
The Fastest Gun Dead,gpt-3.5-turbo,6108,8,3,2,3,110
A long way back,gpt-4o,8212,19,7,1,11,273
A long way back,gpt-3.5-turbo,8383,17,0,0,17,273
B-12's Moon Glow,gpt-4o,8246,16,9,5,2,183
B-12's Moon Glow,gpt-3.5-turbo,8314,30,14,5,11,183
The Novel and the Common School,gpt-4o,8863,10,0,0,10,27
The Novel and the Common School,gpt-3.5-turbo,8877,12,0,0,12,27
In His Image,gpt-4o,3096,20,10,6,4,52
In His Image,gpt-3.5-turbo,3152,6,4,2,0,52
Down to Earth,gpt-4o,9717,15,9,5,1,178
Down to Earth,gpt-3.5-turbo,9796,10,8,2,0,178
What Do You Read?,gpt-4o,6058,23,10,4,9,145
What Do You Read?,gpt-3.5-turbo,6166,7,4,3,0,145
The Queen of Space,gpt-4o,9004,19,14,3,2,293
The Queen of Space,gpt-3.5-turbo,9160,43,41,2,0,293
"The Tapestried Chamber, and Death of the Laird's Jock",gpt-4o,10367,6,2,2,2,95
"The Tapestried Chamber, and Death of the Laird's Jock",gpt-3.5-turbo,10403,5,3,2,0,95
A Gift For Terra,gpt-4o,9039,29,15,8,6,217
A Gift For Terra,gpt-3.5-turbo,9063,12,8,4,0,217
Growing up on Big Muddy,gpt-4o,7805,38,27,10,1,165
Growing up on Big Muddy,gpt-3.5-turbo,7866,9,7,2,0,165
Sidewinders From Sirius,gpt-4o,6747,14,5,3,6,148
Sidewinders From Sirius,gpt-3.5-turbo,6810,16,10,2,4,148
Black hound of death,gpt-4o,13505,14,10,3,1,197
Black hound of death,gpt-3.5-turbo,13605,14,11,3,0,197
The Rotifers,gpt-4o,7349,30,8,9,13,137
The Rotifers,gpt-3.5-turbo,7345,7,3,4,0,137
Rhythm rides the rocket,gpt-4o,10023,16,8,3,5,226
Rhythm rides the rocket,gpt-3.5-turbo,10089,10,6,4,0,226
The Invaders,gpt-4o,8003,130,110,13,7,252
The Invaders,gpt-3.5-turbo,8109,13,9,4,0,252
"Wall of Crystal, Eye of Night",gpt-4o,10707,19,10,7,2,256
"Wall of Crystal, Eye of Night",gpt-3.5-turbo,10766,8,6,2,0,256
Fresh Air Fiend,gpt-4o,5950,23,13,5,5,165
Fresh Air Fiend,gpt-3.5-turbo,5994,16,10,6,0,165
The Pygmy Planet,gpt-4o,12468,42,23,10,9,287
The Pygmy Planet,gpt-3.5-turbo,12526,10,9,1,0,287
"Cogito, Ergo Sum",gpt-4o,3958,22,13,9,0,81
"Cogito, Ergo Sum",gpt-3.5-turbo,3950,9,7,2,0,81
A Christmas Mystery: The Story of Three Wise Men,gpt-4o,6923,16,10,4,2,155
A Christmas Mystery: The Story of Three Wise Men,gpt-3.5-turbo,7005,5,5,0,0,155
In the Garden of the Gods,gpt-4o,5778,19,14,1,4,122
In the Garden of the Gods,gpt-3.5-turbo,5792,10,7,3,0,122
Distress Signal,gpt-4o,7723,32,14,5,13,177
Distress Signal,gpt-3.5-turbo,7839,8,6,2,0,177
Outpost on Io,gpt-4o,9336,42,28,5,9,257
Outpost on Io,gpt-3.5-turbo,9474,6,5,1,0,257
Telempathy,gpt-4o,9276,22,13,5,4,225
Telempathy,gpt-3.5-turbo,9403,13,10,3,0,225
Especially dance hall women,gpt-4o,6415,19,11,5,3,114
Especially dance hall women,gpt-3.5-turbo,6444,10,6,4,0,114
X Marks the Asteroid,gpt-4o,13862,16,8,5,3,363
X Marks the Asteroid,gpt-3.5-turbo,14110,8,8,0,0,363
"Michael McGrath, Postmaster",gpt-4o,11732,35,22,5,8,226
"Michael McGrath, Postmaster",gpt-3.5-turbo,11846,18,14,4,0,226
World of the Mad,gpt-4o,10172,14,7,3,4,186
World of the Mad,gpt-3.5-turbo,10318,11,6,4,1,186
Shatter the Wall,gpt-4o,5623,41,16,13,12,197
Shatter the Wall,gpt-3.5-turbo,5791,9,3,6,0,197
"The Cursed Patois
From ""Mackinac And Lake Stories"", 1899",gpt-4o,6441,23,11,4,8,108
"The Cursed Patois
From ""Mackinac And Lake Stories"", 1899",gpt-3.5-turbo,6520,12,9,3,0,108
An Art Shop in Greenwich Village,gpt-4o,7139,160,62,3,95,165
An Art Shop in Greenwich Village,gpt-3.5-turbo,7174,11,6,5,0,165
Amateur in Chancery,gpt-4o,6601,60,46,5,9,207
Amateur in Chancery,gpt-3.5-turbo,6682,7,4,3,0,207
The York Problem,gpt-4o,6974,116,64,15,37,121
The York Problem,gpt-3.5-turbo,7102,8,6,2,0,121
The Used People Lot,gpt-4o,2724,18,12,5,1,73
The Used People Lot,gpt-3.5-turbo,2784,12,7,5,0,73
The Model of a Judge,gpt-4o,5434,12,3,2,7,162
The Model of a Judge,gpt-3.5-turbo,5549,8,5,3,0,162
Don't Think About It,gpt-4o,4989,16,6,5,5,114
Don't Think About It,gpt-3.5-turbo,5088,10,7,3,0,114
Quest's End,gpt-4o,5826,15,11,4,0,113
Quest's End,gpt-3.5-turbo,5820,11,7,4,0,113
Breakdown,gpt-4o,6531,34,19,9,6,149
Breakdown,gpt-3.5-turbo,6629,16,12,4,0,149
Day of Wrath,gpt-4o,5689,13,8,3,2,120
Day of Wrath,gpt-3.5-turbo,5748,10,7,3,0,120
Proxy Planeteers,gpt-4o,7968,22,13,6,3,197
Proxy Planeteers,gpt-3.5-turbo,8116,16,9,7,0,197
The Romantic Analogue,gpt-4o,5610,12,7,4,1,145
The Romantic Analogue,gpt-3.5-turbo,5730,8,6,2,0,145
Breathes there a man,gpt-4o,8013,43,18,9,16,184
Breathes there a man,gpt-3.5-turbo,8110,8,6,2,0,184
Last Resort,gpt-4o,5065,19,7,8,4,64
Last Resort,gpt-3.5-turbo,5122,11,6,5,0,64
The Real Hard Sell,gpt-4o,7447,163,46,13,104,166
The Real Hard Sell,gpt-3.5-turbo,7602,10,6,4,0,166
Against Tetrarch,gpt-4o,11436,11,8,3,0,280
Against Tetrarch,gpt-3.5-turbo,11455,9,6,3,0,280
The Jupiter Weapon,gpt-4o,6510,26,17,6,3,181
The Jupiter Weapon,gpt-3.5-turbo,6618,10,5,5,0,181
A Martian Odyssey,gpt-4o,14201,33,19,8,6,231
A Martian Odyssey,gpt-3.5-turbo,14350,4,2,2,0,231
My Friend Bobby,gpt-4o,5462,12,5,3,4,30
My Friend Bobby,gpt-3.5-turbo,5676,9,5,4,0,30
"Footprints on the Sea-Shore (From ""Twice Told Tales"")",gpt-4o,5708,12,7,5,0,15
"Footprints on the Sea-Shore (From ""Twice Told Tales"")",gpt-3.5-turbo,5762,7,4,3,0,15
Joe Carson's Weapon,gpt-4o,8806,17,8,3,6,121
Joe Carson's Weapon,gpt-3.5-turbo,8879,7,5,2,0,121
Oogie Finds Love,gpt-4o,7019,16,8,8,0,130
Oogie Finds Love,gpt-3.5-turbo,7099,5,3,2,0,130
Fenimore Cooper's Literary Offences,gpt-4o,6484,11,0,0,11,69
Fenimore Cooper's Literary Offences,gpt-3.5-turbo,6567,7,7,0,0,69
The snow-image: a childish miracle,gpt-4o,8656,8,5,3,0,101
The snow-image: a childish miracle,gpt-3.5-turbo,8728,8,5,0,3,101
Deadly decoy,gpt-4o,8328,14,10,4,0,232
Deadly decoy,gpt-3.5-turbo,8524,8,5,3,0,232
The Faces Outside,gpt-4o,4273,20,8,3,9,72
The Faces Outside,gpt-3.5-turbo,4276,17,10,6,1,72
One Day At Arle,gpt-4o,6807,12,4,3,5,88
One Day At Arle,gpt-3.5-turbo,6912,6,3,3,0,88
When Kohonnes Screamed,gpt-4o,12067,33,23,7,3,269
When Kohonnes Screamed,gpt-3.5-turbo,12204,10,5,5,0,269
The Color of His Boots,gpt-4o,10672,10,8,2,0,316
The Color of His Boots,gpt-3.5-turbo,10754,23,11,12,0,316
Circus,gpt-4o,3215,70,54,3,13,75
Circus,gpt-3.5-turbo,3274,8,4,3,1,75
Security Risk,gpt-4o,5357,10,6,4,0,125
Security Risk,gpt-3.5-turbo,5369,12,5,6,1,125
Out of Mind,gpt-4o,8163,13,9,3,1,184
Out of Mind,gpt-3.5-turbo,8215,8,5,3,0,184
Gratitude,gpt-4o,10723,18,8,4,6,133
Gratitude,gpt-3.5-turbo,10753,5,5,0,0,133
"Run, Little Monster!",gpt-4o,9523,39,26,13,0,182
"Run, Little Monster!",gpt-3.5-turbo,9643,20,12,8,0,182
G-r-r-r...!,gpt-4o,3788,15,9,2,4,56
G-r-r-r...!,gpt-3.5-turbo,3821,5,4,1,0,56
The Destroyers,gpt-4o,13672,37,18,6,13,302
The Destroyers,gpt-3.5-turbo,13860,3,2,1,0,302
History Repeats,gpt-4o,5948,15,10,3,2,202
History Repeats,gpt-3.5-turbo,6093,6,5,1,0,202
The Raider,gpt-4o,7749,91,42,4,45,233
The Raider,gpt-3.5-turbo,7791,14,9,5,0,233
A Question of Latitude,gpt-4o,9604,15,8,5,2,98
A Question of Latitude,gpt-3.5-turbo,9654,8,7,1,0,98
The Very Secret Agent,gpt-4o,7135,17,8,5,4,212
The Very Secret Agent,gpt-3.5-turbo,7317,8,7,0,1,212
The Battle of the Bells,gpt-4o,6801,8,5,3,0,198
The Battle of the Bells,gpt-3.5-turbo,6871,6,4,2,0,198
The Black Tide,gpt-4o,8405,22,9,7,6,198
The Black Tide,gpt-3.5-turbo,8545,16,12,4,0,198
The Infra-Medians,gpt-4o,8820,15,11,3,1,198
The Infra-Medians,gpt-3.5-turbo,8951,11,8,3,0,198
Woman's touch,gpt-4o,8923,18,10,7,1,206
Woman's touch,gpt-3.5-turbo,9114,11,9,2,0,206
Electron Eat Electron,gpt-4o,6901,151,105,6,40,183
Electron Eat Electron,gpt-3.5-turbo,6940,8,5,3,0,183
Tillie,gpt-4o,7310,15,11,4,0,129
Tillie,gpt-3.5-turbo,7401,12,9,3,0,129
Once Upon A Planet,gpt-4o,7634,10,6,4,0,144
Once Upon A Planet,gpt-3.5-turbo,7710,14,10,4,0,144
The Mistletoe Bough,gpt-4o,12408,16,9,5,2,211
The Mistletoe Bough,gpt-3.5-turbo,12454,7,6,1,0,211
Assignment in the Dawn,gpt-4o,8368,46,20,13,13,170
Assignment in the Dawn,gpt-3.5-turbo,8361,11,6,5,0,170
PRoblem,gpt-4o,6754,20,9,6,5,167
PRoblem,gpt-3.5-turbo,6906,12,7,5,0,167
Subject to Change,gpt-4o,4845,35,18,5,12,154
Subject to Change,gpt-3.5-turbo,4930,6,5,1,0,154
"The Spinster
1905",gpt-4o,5882,11,3,3,5,164
"The Spinster
1905",gpt-3.5-turbo,5881,6,4,2,0,164
Eneas Africanus,gpt-4o,7581,4,2,1,1,109
Eneas Africanus,gpt-3.5-turbo,7708,13,3,10,0,109
Magic,gpt-4o,6301,18,6,4,8,98
Magic,gpt-3.5-turbo,6385,5,4,1,0,98
Satellite System,gpt-4o,6490,10,5,4,1,158
Satellite System,gpt-3.5-turbo,6550,9,6,3,0,158
To Each His Own,gpt-4o,6459,17,13,2,2,152
To Each His Own,gpt-3.5-turbo,6547,10,6,4,0,152
Spoken For,gpt-4o,3424,15,9,5,1,94
Spoken For,gpt-3.5-turbo,3504,6,3,3,0,94
I'll See You in My Dreams,gpt-4o,11782,13,8,5,0,454
I'll See You in My Dreams,gpt-3.5-turbo,12083,6,4,2,0,454
One good turn,gpt-4o,9773,13,8,3,2,154
One good turn,gpt-3.5-turbo,9784,12,10,2,0,154
Beyond the Marshes,gpt-4o,4997,11,6,2,3,66
Beyond the Marshes,gpt-3.5-turbo,5031,6,3,2,1,66
The Moons of Mars,gpt-4o,8345,156,123,15,18,226
The Moons of Mars,gpt-3.5-turbo,8436,7,4,3,0,226
Love Instigated: The Story of a Carved Ivory Umbrella Handle,gpt-4o,2885,24,8,5,11,71
Love Instigated: The Story of a Carved Ivory Umbrella Handle,gpt-3.5-turbo,2916,10,7,3,0,71
Exiles of the sky,gpt-4o,5158,31,7,8,16,132
Exiles of the sky,gpt-3.5-turbo,5179,8,5,3,0,132
A Case of Sunburn,gpt-4o,8555,18,11,6,1,197
A Case of Sunburn,gpt-3.5-turbo,8691,11,7,4,0,197
The Facts of Life,gpt-4o,6915,10,4,2,4,68
The Facts of Life,gpt-3.5-turbo,6966,10,9,1,0,68
Journey for the Brave,gpt-4o,7758,43,14,13,16,143
Journey for the Brave,gpt-3.5-turbo,7865,13,8,5,0,143
The man who liked lions,gpt-4o,7739,61,36,7,18,126
The man who liked lions,gpt-3.5-turbo,7828,11,7,3,1,126
"A Virtuoso's Collection (From ""Mosses from an Old Manse"")",gpt-4o,8918,14,6,3,5,101
"A Virtuoso's Collection (From ""Mosses from an Old Manse"")",gpt-3.5-turbo,9029,7,4,3,0,101
The Rag and Bone Men,gpt-4o,3951,60,26,15,19,60
The Rag and Bone Men,gpt-3.5-turbo,4029,7,5,2,0,60
No star's land,gpt-4o,7155,17,8,4,5,163
No star's land,gpt-3.5-turbo,7309,10,8,2,0,163
A Cold Night for Crying,gpt-4o,6543,119,70,30,19,130
A Cold Night for Crying,gpt-3.5-turbo,6676,5,3,2,0,130
Mrs. General Talboys,gpt-4o,12674,15,2,3,10,143
Mrs. General Talboys,gpt-3.5-turbo,12878,11,10,1,0,143
The rogue waveform,gpt-4o,6504,23,15,6,2,141
The rogue waveform,gpt-3.5-turbo,6645,10,8,2,0,141
Genesis!,gpt-4o,9153,14,8,3,3,231
Genesis!,gpt-3.5-turbo,9184,11,7,4,0,231
"The Dream-God, or, A Singular Evolvement of Thought in Sleep",gpt-4o,12104,18,14,3,1,167
"The Dream-God, or, A Singular Evolvement of Thought in Sleep",gpt-3.5-turbo,12165,7,6,1,0,167
The Thunders of Silence,gpt-4o,13063,18,8,3,7,134
The Thunders of Silence,gpt-3.5-turbo,13248,5,5,0,0,134
Publicity Stunt,gpt-4o,7468,14,9,5,0,173
Publicity Stunt,gpt-3.5-turbo,7514,6,6,0,0,173
Always a Qurono,gpt-4o,6026,13,5,3,5,172
Always a Qurono,gpt-3.5-turbo,6102,13,9,4,0,172
The Ghost of One Man Coulee,gpt-4o,9544,11,7,3,1,164
The Ghost of One Man Coulee,gpt-3.5-turbo,9635,8,4,4,0,164
Day of the Druid,gpt-4o,6607,43,24,10,9,163
Day of the Druid,gpt-3.5-turbo,6633,9,9,0,0,163
The Cyber and Justice Holmes,gpt-4o,6696,10,7,3,0,188
The Cyber and Justice Holmes,gpt-3.5-turbo,6763,10,7,3,0,188
The giftie gien,gpt-4o,7572,18,10,5,3,117
The giftie gien,gpt-3.5-turbo,7721,11,7,4,0,117
"Extracts from Adam's Diary, translated from the original ms.",gpt-4o,5617,29,17,4,8,68
"Extracts from Adam's Diary, translated from the original ms.",gpt-3.5-turbo,5638,8,6,2,0,68
Pet Farm,gpt-4o,8531,38,18,7,13,180
Pet Farm,gpt-3.5-turbo,8653,5,2,1,2,180
The golden bridle,gpt-4o,15415,10,5,5,0,234
The golden bridle,gpt-3.5-turbo,15483,6,4,2,0,234
Secret of the Painting,gpt-4o,8303,32,24,7,1,171
Secret of the Painting,gpt-3.5-turbo,8379,11,11,0,0,171
The prior claim,gpt-4o,13815,11,4,4,3,255
The prior claim,gpt-3.5-turbo,13915,3,2,1,0,255
Queen of the Blue World,gpt-4o,6778,14,9,5,0,120
Queen of the Blue World,gpt-3.5-turbo,6806,14,10,4,0,120
After Some Tomorrow,gpt-4o,6867,20,10,5,5,157
After Some Tomorrow,gpt-3.5-turbo,7014,11,9,0,2,157
A Pioneer Mother,gpt-4o,5271,22,7,4,11,40
A Pioneer Mother,gpt-3.5-turbo,5308,7,4,2,1,40
Uniform of a Man,gpt-4o,7052,13,5,5,3,159
Uniform of a Man,gpt-3.5-turbo,7178,12,9,3,0,159
Paradise (to be) Regained,gpt-4o,13139,24,4,4,16,66
Paradise (to be) Regained,gpt-3.5-turbo,13244,15,4,1,10,66
"A Positive Romance
1898",gpt-4o,6290,28,13,3,12,45
"A Positive Romance
1898",gpt-3.5-turbo,6291,6,4,2,0,45
A Touch of E Flat,gpt-4o,9237,14,5,8,1,178
A Touch of E Flat,gpt-3.5-turbo,9371,7,5,2,0,178
The last days of the captain,gpt-4o,7653,46,30,8,8,140
The last days of the captain,gpt-3.5-turbo,7785,10,7,2,1,140
One for the Robot—Two for the Same,gpt-4o,13031,40,22,10,8,316
One for the Robot—Two for the Same,gpt-3.5-turbo,13189,16,10,5,1,316
The Martians and the Coys,gpt-4o,5636,38,21,4,13,152
The Martians and the Coys,gpt-3.5-turbo,5711,11,6,5,0,152
"Midnight In Beauchamp Row
1895",gpt-4o,6247,10,9,1,0,94
"Midnight In Beauchamp Row
1895",gpt-3.5-turbo,6264,9,7,2,0,94
Second census,gpt-4o,5739,11,6,5,0,138
Second census,gpt-3.5-turbo,5849,7,5,2,0,138
"Your Servant, Sir",gpt-4o,5574,26,16,7,3,168
"Your Servant, Sir",gpt-3.5-turbo,5623,15,8,7,0,168
Space-Wolf,gpt-4o,7313,22,11,6,5,148
Space-Wolf,gpt-3.5-turbo,7387,9,7,2,0,148
Deny the Slake,gpt-4o,7207,73,34,5,34,202
Deny the Slake,gpt-3.5-turbo,7361,14,10,4,0,202
Chicken Farm,gpt-4o,7656,13,13,0,0,173
Chicken Farm,gpt-3.5-turbo,7753,15,13,2,0,173
The Messengers,gpt-4o,6305,23,10,8,5,82
The Messengers,gpt-3.5-turbo,6327,13,5,6,2,82
A world to die for,gpt-4o,4830,112,73,4,35,112
A world to die for,gpt-3.5-turbo,4908,8,5,2,1,112
Image of Splendor,gpt-4o,7018,20,14,6,0,155
Image of Splendor,gpt-3.5-turbo,7030,11,7,4,0,155
Nightmare on the nose,gpt-4o,5640,16,8,4,4,162
Nightmare on the nose,gpt-3.5-turbo,5785,8,5,3,0,162
Bolden's Pets,gpt-4o,8875,24,8,7,9,186
Bolden's Pets,gpt-3.5-turbo,9027,14,8,6,0,186
The Guardians,gpt-4o,8125,77,34,19,24,141
The Guardians,gpt-3.5-turbo,8205,6,4,2,0,141
Satan and the Comrades,gpt-4o,9614,26,13,5,8,198
Satan and the Comrades,gpt-3.5-turbo,9754,11,8,3,0,198
Nothing But the Best,gpt-4o,5011,23,11,4,8,115
Nothing But the Best,gpt-3.5-turbo,5140,6,5,1,0,115
Kreativity For Kats,gpt-4o,4501,16,5,3,8,65
Kreativity For Kats,gpt-3.5-turbo,4550,10,6,3,1,65
The Sword,gpt-4o,5115,14,8,5,1,188
The Sword,gpt-3.5-turbo,5140,7,5,2,0,188
They Were Different,gpt-4o,8374,40,26,12,2,103
They Were Different,gpt-3.5-turbo,8500,7,5,2,0,103
The Highest Mountain,gpt-4o,7911,17,9,6,2,164
The Highest Mountain,gpt-3.5-turbo,8060,12,8,3,1,164
Maxims for Revolutionists,gpt-4o,4739,38,0,0,38,219
Maxims for Revolutionists,gpt-3.5-turbo,4766,22,22,0,0,219
Sight Gag,gpt-4o,4403,11,5,4,2,116
Sight Gag,gpt-3.5-turbo,4467,6,4,2,0,116
Judas Ram,gpt-4o,9276,25,9,5,11,182
Judas Ram,gpt-3.5-turbo,9411,2,1,1,0,182
The Vilbar Party,gpt-4o,4829,10,8,2,0,94
The Vilbar Party,gpt-3.5-turbo,4949,8,7,1,0,94
Duel on Syrtis,gpt-4o,8988,14,11,3,0,147
Duel on Syrtis,gpt-3.5-turbo,9068,18,13,5,0,147
Survival factor,gpt-4o,8174,20,13,4,3,207
Survival factor,gpt-3.5-turbo,8312,12,9,3,0,207
Prime Difference,gpt-4o,6490,25,15,5,5,183
Prime Difference,gpt-3.5-turbo,6643,12,8,4,0,183
The Story of Gombi,gpt-4o,6810,19,10,3,6,75
The Story of Gombi,gpt-3.5-turbo,6876,9,8,0,1,75
Literary Copyright,gpt-4o,5193,19,1,0,18,31
Literary Copyright,gpt-3.5-turbo,5222,8,6,2,0,31
The towers of Titan,gpt-4o,12177,27,10,8,9,347
The towers of Titan,gpt-3.5-turbo,12355,12,7,5,0,347
The Sling and the Stone,gpt-4o,6449,25,14,5,6,180
The Sling and the Stone,gpt-3.5-turbo,6495,8,5,2,1,180
Car Pool,gpt-4o,7604,25,9,8,8,278
Car Pool,gpt-3.5-turbo,7800,24,10,14,0,278
Martyr's Flight,gpt-4o,6831,11,6,4,1,192
Martyr's Flight,gpt-3.5-turbo,6984,15,10,5,0,192
The downfall of Lancelot Biggs,gpt-4o,9599,10,7,3,0,233
The downfall of Lancelot Biggs,gpt-3.5-turbo,9774,5,3,2,0,233
"Four Pigeons
Captains All, Book 7.",gpt-4o,5658,18,8,5,5,103
"Four Pigeons
Captains All, Book 7.",gpt-3.5-turbo,5803,7,7,0,0,103
Night Court,gpt-4o,5513,14,6,5,3,124
Night Court,gpt-3.5-turbo,5585,8,6,2,0,124
"Jubilation, U.S.A.",gpt-4o,5135,20,12,4,4,196
"Jubilation, U.S.A.",gpt-3.5-turbo,5237,15,11,3,1,196
Master Race,gpt-4o,4981,8,6,2,0,85
Master Race,gpt-3.5-turbo,5023,10,6,3,1,85
Star Performer,gpt-4o,6504,50,25,9,16,155
Star Performer,gpt-3.5-turbo,6661,10,7,3,0,155
The Whistling Mother,gpt-4o,5428,10,6,3,1,44
The Whistling Mother,gpt-3.5-turbo,5613,7,4,3,0,44
The Third Little Green Man,gpt-4o,9677,34,17,9,8,209
The Third Little Green Man,gpt-3.5-turbo,9850,12,9,3,0,209
Let There Be Light,gpt-4o,3188,10,7,2,1,83
Let There Be Light,gpt-3.5-turbo,3225,9,8,1,0,83
You Too Can Be A Millionaire,gpt-4o,7930,14,9,5,0,160
You Too Can Be A Millionaire,gpt-3.5-turbo,8065,7,4,3,0,160
Christmas Day,gpt-4o,5926,24,11,2,11,75
Christmas Day,gpt-3.5-turbo,5991,9,7,2,0,75
It Might Have Happened Otherwise,gpt-4o,6027,28,14,6,8,92
It Might Have Happened Otherwise,gpt-3.5-turbo,6025,8,6,2,0,92
Instinct,gpt-4o,6090,9,6,3,0,127
Instinct,gpt-3.5-turbo,6105,12,9,3,0,127
Sherlock Holmes - The Adventure of the Copper Beeches,gpt-4o,13100,9,4,3,2,211
Sherlock Holmes - The Adventure of the Copper Beeches,gpt-3.5-turbo,13112,11,5,3,3,211
Sherlock Holmes - The Adventure of the Speckled Band,gpt-4o,12876,25,17,4,4,251
Sherlock Holmes - The Adventure of the Speckled Band,gpt-3.5-turbo,12909,9,6,3,0,251
Sherlock Holmes - The Red-Headed League,gpt-4o,12114,12,8,3,1,215
Sherlock Holmes - The Red-Headed League,gpt-3.5-turbo,12140,9,5,4,0,215
Sherlock Holmes - The Adventure of the Noble Bachelor,gpt-4o,10724,12,8,3,1,226
Sherlock Holmes - The Adventure of the Noble Bachelor,gpt-3.5-turbo,10796,12,6,5,1,226
Sherlock Holmes - The Adventure of the Beryl Coronet,gpt-4o,12527,9,4,3,2,222
Sherlock Holmes - The Adventure of the Beryl Coronet,gpt-3.5-turbo,12556,6,4,1,1,222
Sherlock Holmes - The Boscombe Valley Mystery,gpt-4o,12510,40,20,10,10,215
Sherlock Holmes - The Boscombe Valley Mystery,gpt-3.5-turbo,12520,14,10,4,0,215
Sherlock Holmes - The Five Orange Pips,gpt-4o,9648,27,14,5,8,178
Sherlock Holmes - The Five Orange Pips,gpt-3.5-turbo,9694,6,4,2,0,178
Sherlock Holmes - A Case of Identity,gpt-4o,9283,12,6,3,3,137
Sherlock Holmes - A Case of Identity,gpt-3.5-turbo,9316,15,5,5,5,137
Sherlock Holmes - The Adventure of the Blue Carbuncle,gpt-4o,10583,22,16,3,3,214
Sherlock Holmes - The Adventure of the Blue Carbuncle,gpt-3.5-turbo,10639,8,5,3,0,214
Sherlock Holmes - The Adventure of the Engineer's Thumb,gpt-4o,10860,27,17,5,5,176
Sherlock Holmes - The Adventure of the Engineer's Thumb,gpt-3.5-turbo,10908,9,7,2,0,176
Sherlock Holmes - The Man with the Twisted Lip,gpt-4o,12139,31,21,6,4,222
Sherlock Holmes - The Man with the Twisted Lip,gpt-3.5-turbo,12186,11,7,3,1,222
Sherlock Holmes - A Scandal in Bohemia,gpt-4o,11410,25,11,5,9,256
